0.0061	-0.00102909	1.13E-08	-1.31E-07	0.000960218	1.26E-11	3.38E-14	5.30E-07	5.71E-30	1.04E-32	-1.61E-25	1.01E-16	8.10E-28	-4.12E-29	6.76E-39	3.46E-40	1.31E-12	-8.46E-34	7.11E-40	-1.40E-34	-4.54E-63	-1.23E-32	-4.35E-48	5.44E-36	-8.23E-62
0.0062	-0.001026164	1.13E-08	-1.32E-07	0.000969772	1.27E-11	3.42E-14	5.37E-07	5.77E-30	1.05E-32	-1.63E-25	1.02E-16	8.21E-28	-4.18E-29	6.85E-39	3.50E-40	1.33E-12	-8.58E-34	7.22E-40	-1.42E-34	-4.61E-63	-1.25E-32	-4.42E-48	5.52E-36	-8.35E-62
0.0063	-0.001022792	1.14E-08	-1.33E-07	0.000979147	1.29E-11	3.46E-14	5.44E-07	5.83E-30	1.06E-32	-1.65E-25	1.03E-16	8.32E-28	-4.23E-29	6.93E-39	3.55E-40	1.35E-12	-8.70E-34	7.32E-40	-1.44E-34	-4.68E-63	-1.27E-32	-4.48E-48	5.61E-36	-8.47E-62
0.0064	-0.001018982	1.14E-08	-1.34E-07	0.000988343	1.30E-11	3.50E-14	5.50E-07	5.89E-30	1.07E-32	-1.67E-25	1.05E-16	8.42E-28	-4.29E-29	7.02E-39	3.59E-40	1.37E-12	-8.82E-34	7.42E-40	-1.46E-34	-4.74E-63	-1.29E-32	-4.54E-48	5.69E-36	-8.60E-62
0.0065	-0.001014742	1.15E-08	-1.35E-07	0.000997362	1.31E-11	3.54E-14	5.57E-07	5.94E-30	1.08E-32	-1.69E-25	1.06E-16	8.53E-28	-4.34E-29	7.10E-39	3.64E-40	1.39E-12	-8.94E-34	7.52E-40	-1.48E-34	-4.81E-63	-1.31E-32	-4.61E-48	5.77E-36	-8.72E-62
0.0066	-0.001010084	1.15E-08	-1.35E-07	0.001006203	1.32E-11	3.58E-14	5.63E-07	6.00E-30	1.09E-32	-1.70E-25	1.07E-16	8.63E-28	-4.40E-29	7.19E-39	3.68E-40	1.41E-12	-9.06E-34	7.62E-40	-1.50E-34	-4.87E-63	-1.33E-32	-4.67E-48	5.85E-36	-8.84E-62
0.0067	-0.001005014	1.15E-08	-1.36E-07	0.001014869	1.34E-11	3.61E-14	5.70E-07	6.05E-30	1.10E-32	-1.72E-25	1.09E-16	8.73E-28	-4.45E-29	7.27E-39	3.73E-40	1.42E-12	-9.18E-34	7.72E-40	-1.52E-34	-4.93E-63	-1.34E-32	-4.73E-48	5.93E-36	-8.96E-62
0.0068	-0.000999543	1.16E-08	-1.37E-07	0.00102336	1.35E-11	3.65E-14	5.76E-07	6.11E-30	1.10E-32	-1.74E-25	1.10E-16	8.83E-28	-4.51E-29	7.35E-39	3.77E-40	1.44E-12	-9.30E-34	7.82E-40	-1.54E-34	-5.00E-63	-1.36E-32	-4.80E-48	6.01E-36	-9.08E-62
0.0069	-0.00099368	1.16E-08	-1.38E-07	0.001031678	1.36E-11	3.69E-14	5.83E-07	6.16E-30	1.11E-32	-1.76E-25	1.11E-16	8.93E-28	-4.56E-29	7.44E-39	3.82E-40	1.46E-12	-9.42E-34	7.92E-40	-1.56E-34	-5.06E-63	-1.38E-32	-4.86E-48	6.09E-36	-9.20E-62
0.007	-0.000987434	1.17E-08	-1.38E-07	0.001039822	1.37E-11	3.73E-14	5.89E-07	6.21E-30	1.12E-32	-1.77E-25	1.12E-16	9.03E-28	-4.61E-29	7.52E-39	3.86E-40	1.48E-12	-9.54E-34	8.02E-40	-1.58E-34	-5.13E-63	-1.40E-32	-4.92E-48	6.17E-36	-9.32E-62
